query_id,n_relevant,bm25_ndcg10,bm25_recall10,bm25_recall2,bm25_success10,dense-pooled_ndcg10,dense-pooled_recall10,dense-pooled_recall2,dense-pooled_success10,dense-chunk_ndcg10,dense-chunk_recall10,dense-chunk_recall2,dense-chunk_success10,dense-multicard_ndcg10,dense-multicard_recall10,dense-multicard_recall2,dense-multicard_success10,hybrid-rrf_ndcg10,hybrid-rrf_recall10,hybrid-rrf_recall2,hybrid-rrf_success10
query_311,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_312,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_313,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_314,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_315,2,1.0,1.0,1.0,1.0,0.919721,1.0,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_316,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_317,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_318,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_319,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_320,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_321,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_322,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.650921,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_323,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_324,2,1.0,1.0,1.0,1.0,0.919721,1.0,0.5,1.0,0.81753,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_325,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_326,2,1.0,1.0,1.0,1.0,0.831555,1.0,0.5,1.0,0.806574,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_327,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_328,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_329,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_330,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.624051,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_331,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.850345,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_332,2,1.0,1.0,1.0,1.0,0.501266,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_333,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_334,2,0.919721,1.0,0.5,1.0,0.455605,1.0,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_335,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_336,2,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_337,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.564092,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_338,2,0.919721,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_339,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_340,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_341,2,1.0,1.0,1.0,1.0,0.524981,1.0,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_342,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_343,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_344,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_345,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_346,2,1.0,1.0,1.0,1.0,0.411834,1.0,0.0,1.0,0.571429,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_347,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_348,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_349,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_350,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_351,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_352,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_353,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_354,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_355,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_356,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_357,2,1.0,1.0,1.0,1.0,0.693426,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_358,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_359,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_360,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_361,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_362,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_363,2,1.0,1.0,1.0,1.0,0.430624,1.0,0.0,1.0,0.81753,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_364,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_365,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_366,2,1.0,1.0,1.0,1.0,0.591235,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_367,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_368,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.806574,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_369,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_370,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_371,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_372,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_373,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,0.877215,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_374,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_375,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_376,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_377,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.564092,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_378,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580279,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_379,2,1.0,1.0,1.0,1.0,0.491149,1.0,0.0,1.0,0.650921,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_380,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_381,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_382,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_383,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_384,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_385,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.60526,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_386,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_387,2,1.0,1.0,1.0,1.0,0.483813,1.0,0.0,1.0,0.441307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_388,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.564092,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_389,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_390,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_391,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_392,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_393,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_394,2,0.919721,1.0,0.5,1.0,0.386853,0.5,0.5,1.0,0.624051,1.0,0.5,1.0,0.693426,1.0,0.5,1.0,0.877215,1.0,0.5,1.0
query_395,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_396,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.564092,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_397,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_398,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_399,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_400,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_401,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_402,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_403,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_404,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.501266,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_405,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_406,2,0.919721,1.0,0.5,1.0,0.613147,0.5,0.5,1.0,0.831555,1.0,0.5,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_407,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_408,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_409,2,1.0,1.0,1.0,1.0,0.381622,1.0,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_410,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_411,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_412,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_413,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_414,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_415,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_416,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_417,2,1.0,1.0,1.0,1.0,0.448644,1.0,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_418,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_419,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_420,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.850345,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_421,2,1.0,1.0,1.0,1.0,0.524981,1.0,0.0,1.0,0.877215,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_422,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_423,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_424,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_425,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_426,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_427,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_428,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_429,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,0.306574,0.5,0.0,1.0,0.806574,1.0,0.5,1.0
query_430,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_431,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_432,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.580279,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_433,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_434,2,1.0,1.0,1.0,1.0,0.797723,1.0,0.5,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_435,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_436,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_437,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_438,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_439,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_440,2,1.0,1.0,1.0,1.0,0.591235,1.0,0.5,1.0,0.877215,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_441,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_442,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_443,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_444,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_445,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_446,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_447,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_448,2,1.0,1.0,1.0,1.0,0.60526,1.0,0.5,1.0,0.510956,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_449,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_450,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_451,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_452,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_453,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_454,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_455,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_456,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_457,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_458,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_459,2,1.0,1.0,1.0,1.0,0.790386,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_460,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_461,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_462,2,1.0,1.0,1.0,1.0,0.501266,1.0,0.0,1.0,0.414437,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_463,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_464,2,1.0,1.0,1.0,1.0,0.797723,1.0,0.5,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_465,2,1.0,1.0,1.0,1.0,0.693426,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_466,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_467,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
