query_id,n_relevant,bm25_ndcg10,bm25_recall10,bm25_recall100,bm25_success10,bm25_judged10,dense-pooled_ndcg10,dense-pooled_recall10,dense-pooled_recall100,dense-pooled_success10,dense-pooled_judged10,dense-chunk_ndcg10,dense-chunk_recall10,dense-chunk_recall100,dense-chunk_success10,dense-chunk_judged10,dense-multicard-extractive_ndcg10,dense-multicard-extractive_recall10,dense-multicard-extractive_recall100,dense-multicard-extractive_success10,dense-multicard-extractive_judged10,dense-multicard-template_ndcg10,dense-multicard-template_recall10,dense-multicard-template_recall100,dense-multicard-template_success10,dense-multicard-template_judged10,dense-multicard-lossy_ndcg10,dense-multicard-lossy_recall10,dense-multicard-lossy_recall100,dense-multicard-lossy_success10,dense-multicard-lossy_judged10,hybrid-rrf_ndcg10,hybrid-rrf_recall10,hybrid-rrf_recall100,hybrid-rrf_success10,hybrid-rrf_judged10
831,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
832,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
834,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
837,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
839,1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
845,1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
847,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
852,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
859,1,0.63093,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
870,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
873,5,0.102097,0.2,0.8,1.0,0.1,0.267619,0.4,1.0,1.0,0.2,0.345191,0.4,0.8,1.0,0.2,0.434033,0.6,1.0,1.0,0.3,0.318086,0.6,1.0,1.0,0.3,0.485229,0.4,1.0,1.0,0.2,0.65235,0.8,1.0,1.0,0.4
879,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
880,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
882,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
887,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
904,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
907,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
911,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
913,1,0.0,0.0,0.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
914,1,0.0,0.0,0.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
921,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
922,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
936,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
956,1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
957,1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
960,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
967,2,0.919721,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.2,0.919721,1.0,1.0,1.0,0.2,0.650921,1.0,1.0,1.0,0.2,0.264068,0.5,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.2
971,4,0.653393,1.0,1.0,1.0,0.4,0.731568,1.0,1.0,1.0,0.4,0.848583,1.0,1.0,1.0,0.4,0.76064,1.0,1.0,1.0,0.4,0.76064,1.0,1.0,1.0,0.4,0.659563,0.75,1.0,1.0,0.3,0.731568,1.0,1.0,1.0,0.4
975,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
985,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
993,1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1
1012,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1014,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1019,1,0.63093,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
1020,1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
1021,1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
1024,1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1
1029,3,0.921787,1.0,1.0,1.0,0.3,0.967468,1.0,1.0,1.0,0.3,0.827812,1.0,1.0,1.0,0.3,0.807247,1.0,1.0,1.0,0.3,0.78448,1.0,1.0,1.0,0.3,0.765361,0.666667,1.0,1.0,0.2,0.932521,1.0,1.0,1.0,0.3
1041,2,0.44158,1.0,1.0,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.388958,1.0,1.0,1.0,0.2
1049,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1062,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1086,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1088,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1089,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1099,1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1
1100,1,0.63093,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1
1104,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1107,1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
1110,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1130,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1132,2,0.264068,0.5,1.0,1.0,0.1,0.237198,0.5,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.613147,0.5,0.5,1.0,0.1,0.613147,0.5,1.0,1.0,0.1,0.0,0.0,0.5,0.0,0.0,0.613147,0.5,1.0,1.0,0.1
1137,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
1140,1,0.356207,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1144,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1146,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
1150,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1163,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1175,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,1,0.30103,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1180,1,0.386853,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.1
1185,1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1187,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.315465,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1191,1,0.0,0.0,0.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333333,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
1194,1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
1196,1,0.0,0.0,0.0,0.0,0.0,0.386853,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1197,1,0.0,0.0,0.0,0.0,0.0,0.386853,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1204,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1207,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1213,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
1221,1,0.0,0.0,0.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1225,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1226,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1232,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
1241,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
1245,1,0.0,0.0,1.0,0.0,0.0,0.30103,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1
1259,1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
1262,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
1266,1,1.0,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1270,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1271,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1272,1,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,1.0,1.0,0.1
1273,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
1274,3,0.66535,1.0,1.0,1.0,0.3,0.946902,1.0,1.0,1.0,0.3,0.921787,1.0,1.0,1.0,0.3,0.871079,1.0,1.0,1.0,0.3,0.860344,1.0,1.0,1.0,0.3,0.498189,0.666667,1.0,1.0,0.2,0.871079,1.0,1.0,1.0,0.3
1278,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
1279,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
