k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_oraclecard,ndcg10_inferredcard,ndcg10_chunk,recall10_pooled,recall10_maxcard
3,q00161,marketing,10,0.228654,0.244043,0.510352,0.609073,0.563788,0.129875,0.4,0.6
3,q00162,personnel,13,0.313875,0.51922,0.463644,0.643121,0.703407,0.633297,0.307692,0.461538
3,q00163,security,16,0.355439,0.429781,0.248908,0.690648,0.639944,0.69684,0.125,0.375
3,q00164,marketing,10,0.37151,0.455796,0.305235,0.72733,0.604686,0.532621,0.2,0.6
3,q00165,legal,7,0.483276,0.660987,0.539929,0.884784,0.802038,0.810462,0.428571,0.857143
3,q00166,engineering,19,0.459947,0.514139,1.0,1.0,0.921602,1.0,0.526316,0.526316
3,q00167,personnel,7,0.349437,0.538153,0.448304,0.844106,0.673023,0.561872,0.285714,0.857143
3,q00168,procurement,8,0.179947,0.322612,0.126471,0.821935,0.9099,0.906249,0.125,0.75
3,q00169,procurement,8,0.347723,0.40491,0.0,0.254209,0.601263,0.65857,0.0,0.375
3,q00170,research,12,0.235299,0.497891,0.220092,0.722295,0.777872,0.620762,0.083333,0.5
3,q00171,marketing,10,0.13002,0.354435,0.073364,0.708441,0.684383,0.617764,0.1,0.6
3,q00172,engineering,8,0.389694,0.526665,0.825586,1.0,0.996349,1.0,0.75,1.0
3,q00173,personnel,6,0.435086,0.622913,0.525779,1.0,0.979683,0.882937,0.666667,1.0
3,q00174,security,4,0.3777,0.611658,0.811785,1.0,0.892754,0.883824,1.0,1.0
3,q00175,logistics,14,0.387895,0.52291,0.453743,0.930569,0.926636,0.936379,0.214286,0.642857
3,q00176,legal,8,0.342745,0.582507,0.159589,0.991829,0.996349,0.996349,0.125,1.0
3,q00177,logistics,14,0.305603,0.420561,0.532621,0.547398,0.506784,0.637152,0.285714,0.285714
3,q00178,security,9,0.364724,0.508812,0.759968,1.0,0.929244,1.0,0.666667,1.0
3,q00179,research,10,0.220891,0.31881,0.0,0.383633,0.204834,0.305235,0.0,0.3
3,q00180,research,6,0.304279,0.431087,0.242394,0.610586,0.775148,0.644824,0.333333,0.5
3,q00181,research,8,0.279917,0.468019,0.159589,0.649757,0.539003,0.412532,0.125,0.625
3,q00182,security,7,0.390183,0.552343,0.6646,0.875207,0.712388,0.897175,0.571429,0.857143
3,q00183,personnel,13,0.313875,0.51922,0.463644,0.643121,0.703407,0.633297,0.307692,0.461538
3,q00184,security,4,0.339594,0.591338,0.688601,1.0,0.883824,0.961999,1.0,1.0
3,q00185,legal,13,0.387954,0.586176,0.248908,0.751092,0.820069,0.796761,0.153846,0.615385
3,q00186,logistics,10,0.330075,0.459511,0.085143,0.936379,0.936379,0.863015,0.1,0.9
3,q00187,facilities,6,0.397914,0.563388,0.100867,0.225784,0.393695,0.688784,0.166667,0.333333
3,q00188,logistics,12,0.420671,0.590685,0.58875,0.933746,0.866948,0.72733,0.416667,0.75
3,q00189,engineering,10,0.471489,0.58413,0.933746,1.0,1.0,1.0,0.9,1.0
3,q00190,marketing,6,0.276946,0.360894,0.195261,0.528387,0.493523,0.493523,0.333333,0.5
3,q00191,procurement,10,0.328535,0.507086,0.142795,0.573972,0.297369,0.550966,0.2,0.5
3,q00192,security,7,0.390183,0.552343,0.6646,0.875207,0.712388,0.897175,0.571429,0.857143
3,q00193,personnel,10,0.222676,0.424757,0.18341,0.138862,0.358954,0.330138,0.2,0.1
3,q00194,personnel,6,0.402973,0.582262,0.342222,1.0,0.965137,0.95808,0.333333,1.0
3,q00195,legal,13,0.387954,0.586176,0.248908,0.751092,0.820069,0.796761,0.153846,0.615385
3,q00196,legal,8,0.267075,0.482273,0.0901,0.988803,0.996349,0.9099,0.125,1.0
3,q00197,finance,10,0.267906,0.425984,0.353144,0.631342,0.586116,0.567721,0.3,0.6
3,q00198,finance,10,0.229354,0.400471,0.388244,0.796761,0.841493,0.653147,0.3,0.7
3,q00199,personnel,11,0.385265,0.531113,0.362111,0.517461,0.693663,0.652864,0.272727,0.363636
4,q00000,facilities,12,0.285336,0.524955,0.728912,0.930569,0.69684,0.936379,0.583333,0.75
4,q00001,facilities,12,0.438223,0.575909,0.775337,0.864315,0.933746,0.936379,0.583333,0.666667
4,q00002,personnel,9,0.20355,0.480573,0.222446,0.61336,0.474271,0.383828,0.222222,0.555556
4,q00003,logistics,12,0.355662,0.46687,0.617764,0.718363,0.617284,0.779171,0.416667,0.5
4,q00004,marketing,9,0.151916,0.3154,0.404007,0.571621,0.383343,0.410423,0.444444,0.444444
4,q00005,legal,12,0.367475,0.452162,0.283713,0.779171,0.779171,0.841591,0.166667,0.583333
4,q00006,procurement,10,0.32101,0.528199,0.138862,0.567721,0.337208,0.620397,0.1,0.5
4,q00007,security,9,0.213208,0.431195,0.148297,0.756575,0.514622,0.697419,0.111111,0.666667
4,q00008,procurement,16,0.332766,0.383091,0.283713,0.860382,0.921602,0.772062,0.125,0.5
4,q00009,personnel,11,0.257546,0.492008,0.330138,0.775337,0.72733,0.738192,0.181818,0.636364
4,q00010,research,9,0.259675,0.556642,0.461691,0.391618,0.484571,0.450774,0.333333,0.444444
4,q00011,personnel,16,0.251142,0.455492,0.620762,0.642942,0.72733,0.696162,0.3125,0.375
4,q00012,logistics,10,0.261236,0.429454,0.202483,0.715551,0.648932,0.857205,0.2,0.6
4,q00013,marketing,6,0.252792,0.364358,0.393695,0.775148,0.208155,0.775148,0.333333,0.666667
4,q00014,procurement,6,0.373868,0.400871,0.0,0.505852,0.644824,0.190921,0.0,0.5
4,q00015,security,16,0.281625,0.460629,0.248908,0.073364,0.147829,0.063621,0.125,0.0625
4,q00016,marketing,12,0.343475,0.392705,0.220092,0.330874,0.469,0.247031,0.083333,0.333333
4,q00017,personnel,9,0.181149,0.443039,0.0,0.552515,0.474271,0.313394,0.0,0.444444
4,q00018,engineering,13,0.441194,0.651795,0.715551,1.0,1.0,1.0,0.461538,0.769231
4,q00019,marketing,6,0.262295,0.282301,0.087472,0.0,0.09546,0.0,0.166667,0.0
4,q00020,marketing,13,0.395487,0.40511,0.236905,0.605505,0.870125,0.510069,0.230769,0.384615
4,q00021,marketing,14,0.197041,0.237985,0.493679,0.637152,0.469,0.469,0.285714,0.357143
4,q00022,logistics,11,0.471461,0.547625,0.507718,0.72733,0.648932,0.379603,0.363636,0.545455
4,q00023,security,13,0.205886,0.522379,0.078398,0.72733,0.397192,0.554801,0.076923,0.461538
4,q00024,research,14,0.31369,0.549954,0.586892,0.790951,0.705808,0.678504,0.357143,0.5
4,q00025,finance,12,0.384102,0.53786,0.358954,0.936379,0.627409,0.870125,0.166667,0.75
4,q00026,procurement,18,0.191998,0.296431,0.224663,0.870125,0.930569,0.507238,0.166667,0.444444
4,q00027,finance,18,0.195208,0.448431,0.138862,0.564544,1.0,0.857981,0.055556,0.277778
4,q00028,engineering,12,0.405785,0.512459,0.800694,1.0,0.926636,1.0,0.583333,0.833333
4,q00029,marketing,6,0.262295,0.282301,0.087472,0.0,0.09546,0.0,0.166667,0.0
4,q00030,logistics,11,0.471461,0.547625,0.507718,0.72733,0.648932,0.379603,0.363636,0.545455
4,q00031,procurement,6,0.284517,0.486585,0.09546,0.334858,0.453904,0.087472,0.166667,0.5
4,q00032,finance,17,0.22242,0.463065,0.277705,0.857981,0.870125,0.936379,0.235294,0.470588
4,q00033,logistics,15,0.350002,0.489721,0.343697,0.72733,0.49464,0.831848,0.2,0.4
4,q00034,facilities,20,0.34098,0.624123,0.930569,1.0,1.0,1.0,0.45,0.5
4,q00035,security,14,0.359572,0.527497,0.538886,0.705905,0.501749,0.547398,0.285714,0.428571
4,q00036,personnel,16,0.342706,0.479079,0.38148,0.0,0.142019,0.236905,0.25,0.0
4,q00037,personnel,11,0.376651,0.542456,0.538886,0.796761,0.648932,0.701973,0.363636,0.636364
4,q00038,finance,13,0.215429,0.507558,0.204834,0.620397,0.642924,0.790951,0.153846,0.384615
4,q00039,legal,18,0.438272,0.586319,0.452147,1.0,1.0,0.870125,0.277778,0.555556
4,q00040,legal,9,0.329115,0.448717,0.235046,0.839314,0.825347,0.519546,0.111111,0.777778
4,q00041,legal,9,0.353838,0.52229,0.313394,0.855096,0.925851,0.599878,0.222222,0.777778
4,q00042,research,14,0.224258,0.490289,0.517363,0.930569,0.800694,0.791727,0.285714,0.642857
4,q00043,personnel,12,0.385947,0.52341,0.274548,0.469,0.538431,0.620397,0.25,0.25
4,q00044,security,10,0.200123,0.459818,0.110046,0.791727,0.510716,0.630043,0.1,0.7
4,q00045,legal,12,0.367391,0.454469,0.188444,0.435475,0.31834,0.661831,0.166667,0.333333
4,q00046,logistics,11,0.368117,0.449125,0.507238,0.779171,0.598875,0.800694,0.454545,0.636364
4,q00047,personnel,9,0.294029,0.522846,0.2929,0.771371,0.58459,0.56292,0.333333,0.666667
4,q00048,marketing,9,0.26937,0.30375,0.090928,0.0,0.317574,0.0,0.111111,0.0
4,q00049,legal,14,0.407798,0.567947,0.173187,0.648932,0.570404,0.404238,0.142857,0.357143
4,q00050,security,9,0.276335,0.455133,0.067943,0.685819,0.505065,0.628751,0.111111,0.555556
4,q00051,finance,13,0.215429,0.507558,0.204834,0.620397,0.642924,0.790951,0.153846,0.384615
4,q00052,finance,12,0.231743,0.416653,0.47479,0.753814,0.696938,0.747935,0.333333,0.583333
4,q00053,marketing,15,0.142981,0.306105,0.358954,0.648932,0.870125,0.554143,0.133333,0.333333
4,q00054,procurement,6,0.373868,0.400871,0.0,0.505852,0.644824,0.190921,0.0,0.5
4,q00055,personnel,14,0.249061,0.510814,0.449887,0.933746,0.800694,0.785916,0.285714,0.642857
4,q00056,engineering,15,0.470836,0.533686,0.863015,1.0,0.930569,1.0,0.533333,0.666667
4,q00057,procurement,16,0.278713,0.321208,0.283713,0.604686,0.648932,0.608618,0.125,0.3125
4,q00058,legal,19,0.480013,0.683514,0.424926,0.195189,0.539187,0.283233,0.157895,0.105263
4,q00059,engineering,21,0.346954,0.393562,0.921602,1.0,1.0,1.0,0.428571,0.47619
4,q00060,facilities,12,0.313135,0.543358,0.586872,1.0,1.0,1.0,0.5,0.833333
4,q00061,procurement,4,0.251108,0.330957,0.0,0.41443,0.139056,0.0,0.0,0.5
4,q00062,marketing,15,0.142981,0.306105,0.358954,0.648932,0.870125,0.554143,0.133333,0.333333
4,q00063,research,14,0.31369,0.549954,0.586892,0.790951,0.705808,0.678504,0.357143,0.5
4,q00064,research,9,0.256569,0.452383,0.38415,0.61297,0.525435,0.737573,0.333333,0.555556
4,q00065,facilities,14,0.290106,0.532154,0.724153,1.0,0.870125,1.0,0.5,0.714286
4,q00066,logistics,13,0.481413,0.634599,0.507718,0.790951,0.753814,0.568004,0.307692,0.538462
4,q00067,legal,19,0.390184,0.577567,0.312529,0.700773,0.627409,0.8237,0.157895,0.315789
4,q00068,marketing,15,0.12283,0.264758,0.330138,0.601572,0.870125,0.532621,0.133333,0.333333
4,q00069,research,14,0.256287,0.428397,0.0,0.675416,0.784617,0.469,0.0,0.428571
4,q00070,personnel,14,0.289177,0.508253,0.283713,0.866948,0.793584,0.706584,0.142857,0.571429
4,q00071,procurement,9,0.397901,0.549052,0.151668,0.340454,0.500866,0.477642,0.222222,0.333333
4,q00072,finance,13,0.279864,0.553462,0.245731,0.784617,0.796761,0.857205,0.230769,0.538462
4,q00073,logistics,9,0.239235,0.413587,0.232022,0.838316,0.685819,0.838316,0.222222,0.777778
4,q00074,marketing,15,0.12283,0.264758,0.330138,0.601572,0.870125,0.532621,0.133333,0.333333
4,q00075,research,14,0.268992,0.510916,0.353144,0.77216,0.870125,0.715186,0.214286,0.5
4,q00076,engineering,15,0.260833,0.406091,0.532621,0.855348,0.693663,0.933746,0.266667,0.533333
4,q00077,security,17,0.328683,0.542162,0.47479,0.870125,0.763095,0.863015,0.235294,0.470588
4,q00078,marketing,9,0.168876,0.326999,0.208451,0.568809,0.529635,0.585398,0.222222,0.444444
4,q00079,marketing,16,0.241035,0.388563,0.350313,0.936379,0.800694,0.863015,0.25,0.5625
4,q00080,personnel,16,0.303328,0.497559,0.742125,0.687951,0.800694,0.775337,0.4375,0.4375
4,q00081,engineering,20,0.320652,0.381272,0.930569,1.0,1.0,1.0,0.45,0.5
4,q00082,finance,11,0.390606,0.562279,0.396392,0.750637,0.718363,0.860382,0.272727,0.636364
4,q00083,research,16,0.260118,0.597572,0.322272,0.775239,1.0,0.921602,0.1875,0.4375
4,q00084,engineering,16,0.348092,0.522038,0.428385,1.0,1.0,1.0,0.1875,0.625
4,q00085,security,15,0.335605,0.567823,0.787774,1.0,0.841591,0.870125,0.533333,0.666667
4,q00086,marketing,13,0.371558,0.464195,0.368376,0.870125,0.870125,0.746705,0.307692,0.615385
4,q00087,marketing,10,0.169112,0.216787,0.0,0.063621,0.286346,0.1763,0.0,0.1
4,q00088,facilities,12,0.226694,0.485195,0.199306,0.933746,0.800694,0.866948,0.25,0.75
4,q00089,security,16,0.281625,0.460629,0.248908,0.073364,0.147829,0.063621,0.125,0.0625
4,q00090,logistics,17,0.35393,0.558841,0.366703,1.0,0.637113,1.0,0.235294,0.588235
4,q00091,research,9,0.270956,0.480424,0.225817,0.568809,0.58459,0.730882,0.333333,0.444444
4,q00092,finance,18,0.346401,0.442631,0.396738,1.0,1.0,1.0,0.222222,0.555556
4,q00093,security,13,0.315147,0.584185,0.094788,0.72733,0.591927,0.469,0.076923,0.461538
4,q00094,procurement,16,0.337626,0.371129,0.368376,0.630043,0.772062,0.129875,0.25,0.3125
4,q00095,marketing,10,0.278183,0.314578,0.0,0.0,0.498271,0.0,0.0,0.0
4,q00096,facilities,18,0.400585,0.513708,0.286346,0.212226,0.598875,0.602506,0.111111,0.111111
4,q00097,research,14,0.224258,0.490289,0.517363,0.930569,0.800694,0.791727,0.285714,0.642857
4,q00098,marketing,17,0.292382,0.339311,0.537008,0.698796,0.469,0.705905,0.294118,0.352941
4,q00099,security,9,0.313294,0.416531,0.101229,0.744993,0.461691,0.2929,0.111111,0.777778
4,q00100,engineering,12,0.375177,0.584528,0.864315,1.0,1.0,1.0,0.666667,0.833333
4,q00101,finance,18,0.195208,0.448431,0.138862,0.564544,1.0,0.857981,0.055556,0.277778
4,q00102,finance,10,0.33065,0.505846,0.305235,0.857205,0.627409,0.800694,0.2,0.8
4,q00103,finance,18,0.195208,0.448431,0.138862,0.564544,1.0,0.857981,0.055556,0.277778
4,q00104,marketing,12,0.06624,0.256145,0.138862,0.703407,0.718363,0.68045,0.083333,0.5
4,q00105,personnel,16,0.229201,0.457692,0.321951,0.209049,0.437807,0.434175,0.25,0.1875
4,q00106,personnel,14,0.249061,0.510814,0.449887,0.933746,0.800694,0.785916,0.285714,0.642857
4,q00107,logistics,11,0.312598,0.42782,0.293456,0.501729,0.305235,0.338169,0.181818,0.454545
4,q00108,logistics,10,0.222833,0.327403,0.085143,0.233651,0.217261,0.687195,0.1,0.2
4,q00109,engineering,12,0.354019,0.465616,0.507238,0.933746,1.0,1.0,0.416667,0.75
4,q00110,security,15,0.25318,0.543562,0.205117,0.632541,0.750336,0.691128,0.133333,0.333333
4,q00111,research,12,0.285909,0.426155,0.215383,0.632541,0.718363,0.936379,0.25,0.416667
4,q00112,research,15,0.347941,0.571565,0.188444,0.800694,0.866948,0.864315,0.133333,0.466667
4,q00113,logistics,15,0.228552,0.358768,0.220092,0.661831,0.383633,0.621217,0.066667,0.4
4,q00114,engineering,21,0.38938,0.523763,1.0,1.0,1.0,1.0,0.47619,0.47619
4,q00115,research,16,0.277515,0.595931,0.280882,0.444853,0.785916,0.635256,0.1875,0.25
4,q00116,facilities,12,0.313135,0.543358,0.586872,1.0,1.0,1.0,0.5,0.833333
4,q00117,engineering,20,0.429103,0.498252,1.0,1.0,0.914857,1.0,0.5,0.5
4,q00118,procurement,14,0.189428,0.348355,0.0,0.69684,0.72733,0.711618,0.0,0.428571
4,q00119,procurement,7,0.262963,0.285502,0.0,0.0,0.0,0.086714,0.0,0.0
4,q00120,engineering,16,0.354637,0.413963,0.444097,0.933746,0.926636,0.905212,0.1875,0.5625
4,q00121,procurement,4,0.225448,0.288271,0.318341,0.269183,0.251901,0.318341,0.5,0.5
4,q00122,procurement,14,0.275558,0.290115,0.094788,0.0,0.0,0.0,0.071429,0.0
4,q00123,legal,17,0.457565,0.594282,0.358954,0.535254,0.535254,0.713308,0.117647,0.235294
4,q00124,research,16,0.207245,0.406665,0.378501,0.633975,0.784617,0.602808,0.1875,0.375
4,q00125,security,14,0.30417,0.579751,0.331694,1.0,0.78855,0.857981,0.285714,0.714286
4,q00126,legal,14,0.47776,0.639871,0.683538,1.0,1.0,1.0,0.428571,0.714286
4,q00127,security,15,0.363614,0.516563,0.778807,1.0,0.836459,0.632079,0.466667,0.666667
4,q00128,procurement,7,0.1703,0.324786,0.255821,0.850393,0.653401,0.778793,0.285714,0.857143
4,q00129,facilities,14,0.298486,0.58679,0.662114,1.0,1.0,1.0,0.428571,0.714286
4,q00130,logistics,10,0.171929,0.328841,0.094788,0.605505,0.613653,0.793584,0.1,0.5
4,q00131,procurement,4,0.251108,0.330957,0.0,0.41443,0.139056,0.0,0.0,0.5
4,q00132,legal,5,0.359533,0.502464,0.146068,0.60604,0.485229,0.481606,0.2,0.6
4,q00133,procurement,10,0.32101,0.528199,0.138862,0.567721,0.337208,0.620397,0.1,0.5
4,q00134,engineering,5,0.454378,0.613139,0.966985,1.0,1.0,1.0,1.0,1.0
4,q00135,procurement,14,0.309798,0.49275,0.094788,0.517363,0.454479,0.555245,0.071429,0.285714
4,q00136,marketing,15,0.26156,0.299805,0.220092,0.248908,0.611795,0.085143,0.066667,0.133333
4,q00137,marketing,10,0.236685,0.290023,0.073364,0.232973,0.283713,0.408536,0.1,0.3
4,q00138,logistics,18,0.387857,0.544143,0.459533,0.855348,0.611019,0.921602,0.222222,0.444444
4,q00139,engineering,12,0.364768,0.486795,0.529444,1.0,0.870125,1.0,0.416667,0.833333
4,q00140,legal,17,0.452155,0.637336,0.358954,1.0,0.933746,1.0,0.117647,0.588235
4,q00141,personnel,12,0.385947,0.52341,0.274548,0.469,0.538431,0.620397,0.25,0.25
4,q00142,personnel,9,0.20355,0.480573,0.222446,0.61336,0.474271,0.383828,0.222222,0.555556
4,q00143,marketing,13,0.395487,0.40511,0.236905,0.605505,0.870125,0.510069,0.230769,0.384615
4,q00144,facilities,11,0.376804,0.575238,0.163541,0.302404,0.693663,0.614587,0.181818,0.272727
4,q00145,procurement,14,0.189428,0.348355,0.0,0.69684,0.72733,0.711618,0.0,0.428571
4,q00146,security,14,0.345664,0.607303,0.455779,1.0,0.800694,0.930569,0.357143,0.714286
4,q00147,personnel,9,0.308433,0.537625,0.158871,0.579214,0.67285,0.549226,0.222222,0.444444
4,q00148,engineering,16,0.370607,0.531672,0.538886,1.0,1.0,1.0,0.25,0.625
4,q00149,personnel,11,0.257546,0.492008,0.330138,0.775337,0.72733,0.738192,0.181818,0.636364
4,q00150,security,12,0.106866,0.270941,0.0,0.289523,0.220092,0.283713,0.0,0.166667
4,q00151,engineering,12,0.364768,0.486795,0.529444,1.0,0.870125,1.0,0.416667,0.833333
4,q00152,engineering,20,0.409446,0.61237,1.0,1.0,1.0,1.0,0.5,0.5
4,q00153,research,15,0.336966,0.645785,0.593361,1.0,0.870125,0.848238,0.333333,0.666667
4,q00154,logistics,18,0.326587,0.459859,0.305235,0.725452,0.630043,0.747935,0.111111,0.388889
4,q00155,personnel,14,0.352101,0.589464,0.400306,0.796761,0.796761,0.701973,0.285714,0.5
4,q00156,marketing,12,0.343475,0.392705,0.220092,0.330874,0.469,0.247031,0.083333,0.333333
4,q00157,finance,18,0.277033,0.47381,0.772062,1.0,0.866948,1.0,0.388889,0.555556
4,q00158,logistics,11,0.471461,0.547625,0.507718,0.72733,0.648932,0.379603,0.363636,0.545455
4,q00159,marketing,12,0.239527,0.310431,0.18341,0.4819,0.800694,0.43511,0.166667,0.333333
4,q00160,personnel,9,0.263997,0.520181,0.336576,0.726682,0.807843,0.569616,0.333333,0.666667
4,q00161,legal,18,0.469726,0.650192,0.246551,1.0,1.0,0.77216,0.166667,0.555556
4,q00162,finance,15,0.250255,0.541604,0.0,0.785916,0.866948,0.678049,0.0,0.466667
4,q00163,research,15,0.336966,0.645785,0.593361,1.0,0.870125,0.848238,0.333333,0.666667
4,q00164,marketing,14,0.226802,0.280129,0.297272,0.343018,0.527106,0.161043,0.214286,0.285714
4,q00165,personnel,15,0.397099,0.551113,0.31834,0.793584,0.864315,0.627507,0.2,0.466667
4,q00166,procurement,14,0.225598,0.307958,0.094788,0.689829,0.617764,0.49829,0.071429,0.428571
4,q00167,facilities,12,0.285336,0.524955,0.728912,0.930569,0.69684,0.936379,0.583333,0.75
4,q00168,engineering,14,0.394453,0.575795,0.687017,1.0,1.0,1.0,0.428571,0.714286
4,q00169,procurement,16,0.332766,0.383091,0.283713,0.860382,0.921602,0.772062,0.125,0.5
4,q00170,finance,17,0.172411,0.375289,0.063621,0.860382,0.857981,1.0,0.058824,0.470588
4,q00171,finance,11,0.35868,0.497493,0.358954,0.790951,0.453743,0.870125,0.181818,0.636364
4,q00172,security,12,0.106866,0.270941,0.0,0.289523,0.220092,0.283713,0.0,0.166667
4,q00173,procurement,17,0.268776,0.324743,0.327307,0.620397,0.800694,0.371489,0.176471,0.294118
4,q00174,engineering,5,0.454378,0.613139,0.966985,1.0,1.0,1.0,1.0,1.0
4,q00175,security,17,0.363468,0.456841,0.135685,0.866948,0.620762,0.614107,0.117647,0.470588
4,q00176,legal,14,0.491977,0.644951,0.476071,0.926636,0.860382,0.863015,0.357143,0.642857
4,q00177,procurement,16,0.278713,0.321208,0.283713,0.604686,0.648932,0.608618,0.125,0.3125
4,q00178,legal,19,0.390184,0.577567,0.312529,0.700773,0.627409,0.8237,0.157895,0.315789
4,q00179,legal,10,0.397228,0.578162,0.31488,0.574337,0.68045,0.647054,0.2,0.5
4,q00180,legal,10,0.408334,0.540915,0.283713,0.494357,0.527106,0.252841,0.2,0.4
4,q00181,facilities,17,0.253367,0.537269,0.763095,1.0,1.0,1.0,0.411765,0.588235
4,q00182,logistics,14,0.471108,0.571654,0.298027,0.753814,0.784617,0.933746,0.285714,0.5
4,q00183,research,14,0.224258,0.490289,0.517363,0.930569,0.800694,0.791727,0.285714,0.642857
4,q00184,marketing,15,0.26156,0.299805,0.220092,0.248908,0.611795,0.085143,0.066667,0.133333
4,q00185,marketing,16,0.275805,0.302905,0.085143,0.0,0.577425,0.073364,0.0625,0.0
4,q00186,marketing,13,0.238715,0.230198,0.0,0.0,0.0,0.069431,0.0,0.0
4,q00187,engineering,20,0.409446,0.61237,1.0,1.0,1.0,1.0,0.5,0.5
4,q00188,research,14,0.29455,0.530535,0.465823,0.870125,0.700773,0.687195,0.285714,0.571429
4,q00189,finance,19,0.195018,0.440069,0.573492,0.936379,0.648932,0.860382,0.315789,0.473684
4,q00190,security,16,0.281625,0.460629,0.248908,0.073364,0.147829,0.063621,0.125,0.0625
4,q00191,legal,18,0.438272,0.586319,0.452147,1.0,1.0,0.870125,0.277778,0.555556
4,q00192,research,14,0.274368,0.476995,0.085143,0.775337,0.712552,0.598875,0.071429,0.5
4,q00193,marketing,12,0.351785,0.459101,0.283713,0.777872,0.542364,0.60514,0.166667,0.583333
4,q00194,security,22,0.275492,0.443204,0.248908,0.576323,0.49464,0.855348,0.090909,0.227273
4,q00195,research,18,0.312755,0.481505,0.358954,0.848603,0.866948,0.926636,0.111111,0.444444
4,q00196,logistics,6,0.361739,0.454202,0.0,0.97403,0.731636,0.840085,0.0,1.0
4,q00197,research,15,0.347941,0.571565,0.188444,0.800694,0.866948,0.864315,0.133333,0.466667
4,q00198,legal,14,0.436536,0.640785,0.417061,0.936379,0.933746,0.933746,0.285714,0.642857
4,q00199,engineering,12,0.304028,0.513823,0.701973,1.0,0.784982,1.0,0.5,0.833333
5,q00000,finance,11,0.239256,0.535926,0.327307,0.857205,0.785916,0.691128,0.272727,0.727273
5,q00001,marketing,18,0.087696,0.260466,0.094788,0.784617,0.627409,0.642187,0.055556,0.388889
5,q00002,logistics,25,0.453185,0.627813,0.631624,0.866948,0.905212,0.760079,0.24,0.32
5,q00003,facilities,14,0.343847,0.525625,0.151762,0.373269,0.800694,0.588467,0.142857,0.285714
5,q00004,legal,14,0.367707,0.539184,0.0,0.408536,0.283515,0.215018,0.0,0.214286
5,q00005,procurement,14,0.254255,0.425807,0.195189,0.72733,0.800694,0.643121,0.142857,0.428571
5,q00006,facilities,19,0.398381,0.526259,0.325429,0.538886,0.796761,0.668306,0.210526,0.210526
5,q00007,finance,18,0.24781,0.547411,0.293456,0.756902,0.77216,0.588467,0.111111,0.388889
5,q00008,engineering,14,0.243479,0.434534,0.712552,1.0,0.936379,1.0,0.428571,0.714286
5,q00009,security,19,0.339857,0.462816,0.363341,0.784982,0.647054,0.851236,0.210526,0.368421
5,q00010,procurement,11,0.318755,0.53112,0.179931,0.605505,0.353144,0.212226,0.181818,0.454545
5,q00011,logistics,18,0.251807,0.490495,0.220092,1.0,0.926636,0.72733,0.055556,0.555556
5,q00012,facilities,13,0.377122,0.552739,0.633297,0.936379,0.936379,0.889954,0.461538,0.692308
5,q00013,security,17,0.301894,0.573423,0.5573,1.0,1.0,1.0,0.294118,0.588235
5,q00014,procurement,17,0.31638,0.453641,0.078398,0.069431,0.144652,0.330138,0.058824,0.058824
5,q00015,facilities,23,0.349325,0.553531,0.303838,0.930569,1.0,0.848603,0.173913,0.391304
5,q00016,marketing,19,0.275409,0.301615,0.400023,0.273587,0.069431,0.362887,0.157895,0.157895
5,q00017,personnel,20,0.19096,0.438113,0.538431,0.724153,0.444097,0.503324,0.2,0.35
5,q00018,logistics,16,0.367381,0.55313,0.416285,0.866948,0.864315,0.718363,0.3125,0.5
5,q00019,procurement,20,0.19905,0.294342,0.0,0.768227,0.61683,0.796761,0.0,0.35
5,q00020,research,13,0.305612,0.466536,0.0,0.778807,0.72733,0.564544,0.0,0.538462
5,q00021,personnel,13,0.203654,0.480451,0.466925,0.855348,0.563788,0.453743,0.384615,0.615385
5,q00022,legal,27,0.386201,0.54677,0.586892,1.0,0.838957,0.700773,0.185185,0.37037
5,q00023,procurement,16,0.247179,0.31524,0.0,0.604686,0.800694,0.220092,0.0,0.3125
5,q00024,legal,13,0.340816,0.553262,0.453743,0.866948,0.784617,0.614107,0.230769,0.615385
5,q00025,research,15,0.269044,0.642514,0.151397,0.914857,0.936379,0.760079,0.133333,0.6
5,q00026,marketing,13,0.309662,0.406411,0.0,0.775337,0.063621,0.42884,0.0,0.538462
5,q00027,logistics,16,0.423034,0.569373,0.469,0.826813,0.784617,0.702631,0.1875,0.5
5,q00028,research,23,0.19765,0.456323,0.466623,0.905212,1.0,0.479382,0.217391,0.391304
5,q00029,legal,18,0.401651,0.639865,0.293456,0.930569,0.567721,0.286692,0.111111,0.5
5,q00030,security,9,0.312754,0.463254,0.154481,0.532447,0.070756,0.726682,0.222222,0.444444
5,q00031,facilities,12,0.285595,0.615826,0.564544,1.0,0.870125,1.0,0.416667,0.833333
5,q00032,personnel,13,0.308679,0.504479,0.558076,0.665291,0.538886,0.538431,0.384615,0.461538
5,q00033,security,19,0.30454,0.525481,0.586872,0.855348,0.662114,0.870125,0.315789,0.421053
5,q00034,procurement,13,0.302816,0.546649,0.144652,0.547398,0.31488,0.312529,0.153846,0.307692
5,q00035,legal,10,0.41198,0.642826,0.204834,0.715551,0.637152,0.547398,0.2,0.6
5,q00036,facilities,12,0.285595,0.615826,0.564544,1.0,0.870125,1.0,0.416667,0.833333
5,q00037,marketing,15,0.14254,0.227661,0.094788,0.078398,0.271088,0.063621,0.066667,0.066667
