k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_maxcard,recall10_pooled,recall10_maxcard
4,q00090,logistics,17,0.381991,0.601138,0.148764,0.691128,0.117647,0.352941
4,q00091,research,9,0.348591,0.584191,0.208451,0.436293,0.222222,0.333333
4,q00092,finance,18,0.392192,0.479605,0.21145,0.728086,0.166667,0.388889
4,q00093,security,13,0.366072,0.607142,0.0,0.712552,0.0,0.461538
4,q00094,procurement,16,0.285649,0.366926,0.532621,0.841493,0.25,0.5
4,q00095,marketing,10,0.206842,0.306296,0.0,0.138862,0.0,0.1
4,q00096,facilities,18,0.412119,0.53608,0.492006,0.44803,0.222222,0.222222
4,q00097,research,14,0.273447,0.567972,0.519997,0.716485,0.285714,0.5
4,q00098,marketing,17,0.326693,0.366684,0.437352,0.665291,0.176471,0.352941
4,q00099,security,9,0.322117,0.381868,0.074149,0.414623,0.111111,0.333333
4,q00100,engineering,12,0.410093,0.575202,0.784617,0.718363,0.583333,0.5
4,q00101,finance,18,0.207591,0.517874,0.0,0.768227,0.0,0.388889
4,q00102,finance,10,0.381464,0.552364,0.286692,0.617585,0.3,0.6
4,q00103,finance,18,0.207591,0.517874,0.0,0.768227,0.0,0.388889
4,q00104,marketing,12,0.113586,0.326673,0.138862,0.61225,0.083333,0.416667
4,q00105,personnel,16,0.307251,0.528743,0.168152,0.136985,0.125,0.125
4,q00106,personnel,14,0.305997,0.530316,0.073364,0.224006,0.071429,0.142857
4,q00107,logistics,11,0.295581,0.46581,0.220092,0.283713,0.090909,0.181818
4,q00108,logistics,10,0.246483,0.363252,0.138862,0.358954,0.1,0.2
4,q00109,engineering,12,0.377267,0.434718,0.680905,0.708441,0.5,0.5
4,q00110,security,15,0.325544,0.582826,0.215018,0.49829,0.2,0.266667
4,q00111,research,12,0.32701,0.471396,0.248908,0.399569,0.166667,0.25
4,q00112,research,15,0.366405,0.603512,0.0,0.29849,0.0,0.133333
4,q00113,logistics,15,0.260628,0.409244,0.110046,0.593361,0.066667,0.333333
4,q00114,engineering,21,0.415292,0.527625,0.508474,0.677273,0.238095,0.285714
4,q00115,research,16,0.306199,0.695733,0.078398,0.356596,0.0625,0.25
4,q00116,facilities,12,0.357539,0.586933,0.085143,0.67587,0.083333,0.5
4,q00117,engineering,20,0.397408,0.472711,0.602328,0.433055,0.3,0.25
4,q00118,procurement,14,0.209334,0.425765,0.138862,0.674936,0.071429,0.428571
4,q00119,procurement,7,0.219222,0.255054,0.0,0.097913,0.0,0.142857
4,q00120,engineering,16,0.320322,0.391109,0.21145,0.654722,0.1875,0.375
4,q00121,procurement,4,0.241137,0.406155,0.19519,0.363818,0.25,0.5
4,q00122,procurement,14,0.257199,0.291644,0.094788,0.066254,0.071429,0.071429
4,q00123,legal,17,0.464255,0.605165,0.217261,0.563788,0.117647,0.235294
4,q00124,research,16,0.23989,0.45869,0.243098,0.665291,0.1875,0.375
4,q00125,security,14,0.379874,0.623907,0.242618,0.513508,0.214286,0.357143
4,q00126,legal,14,0.533586,0.674306,0.583618,0.770204,0.357143,0.5
4,q00127,security,15,0.4332,0.511356,0.449887,0.547398,0.266667,0.266667
4,q00128,procurement,7,0.170134,0.350801,0.091625,0.491172,0.142857,0.428571
4,q00129,facilities,14,0.351918,0.589554,0.413108,0.58875,0.357143,0.357143
4,q00130,logistics,10,0.200445,0.348376,0.069431,0.293456,0.1,0.2
4,q00131,procurement,4,0.234689,0.40285,0.0,0.775739,0.0,0.75
4,q00132,legal,5,0.354761,0.510262,0.113053,0.290391,0.2,0.4
4,q00133,procurement,10,0.350645,0.526914,0.217261,0.722295,0.2,0.6
4,q00134,engineering,5,0.425071,0.572206,0.452214,0.786449,0.4,0.8
4,q00135,procurement,14,0.360497,0.536318,0.205117,0.603262,0.142857,0.428571
4,q00136,marketing,15,0.20786,0.308315,0.151762,0.425208,0.133333,0.2
4,q00137,marketing,10,0.273482,0.360255,0.0,0.1763,0.0,0.2
4,q00138,logistics,18,0.407398,0.582268,0.173667,0.72733,0.111111,0.333333
4,q00139,engineering,12,0.356867,0.471382,0.469454,0.72733,0.333333,0.5
4,q00140,legal,17,0.483051,0.656347,0.179477,0.699474,0.117647,0.352941
4,q00141,personnel,12,0.390369,0.516302,0.204834,0.249664,0.166667,0.25
4,q00142,personnel,9,0.256032,0.532194,0.148297,0.367049,0.111111,0.333333
4,q00143,marketing,13,0.396637,0.414023,0.407415,0.586116,0.307692,0.384615
4,q00144,facilities,11,0.42106,0.59179,0.312529,0.31488,0.272727,0.181818
4,q00145,procurement,14,0.209334,0.425765,0.138862,0.674936,0.071429,0.428571
4,q00146,security,14,0.409074,0.642264,0.151397,0.501729,0.142857,0.357143
4,q00147,personnel,9,0.294179,0.527246,0.0,0.457491,0.0,0.333333
4,q00148,engineering,16,0.385895,0.537218,0.179477,0.718342,0.125,0.4375
4,q00149,personnel,11,0.283216,0.579793,0.205117,0.678504,0.181818,0.545455
4,q00150,security,12,0.223077,0.279696,0.367921,0.303082,0.25,0.25
4,q00151,engineering,12,0.356867,0.471382,0.469454,0.72733,0.333333,0.5
4,q00152,engineering,20,0.422751,0.641159,0.848238,0.747935,0.4,0.35
4,q00153,research,15,0.352927,0.707106,0.371489,0.49118,0.2,0.266667
4,q00154,logistics,18,0.354378,0.496175,0.078398,0.388225,0.055556,0.222222
4,q00155,personnel,14,0.358629,0.598863,0.229796,0.718363,0.214286,0.428571
4,q00156,marketing,12,0.336396,0.375667,0.078398,0.073364,0.083333,0.083333
4,q00157,finance,18,0.351,0.529832,0.271088,0.870125,0.166667,0.444444
4,q00158,logistics,11,0.423247,0.556092,0.144652,0.687017,0.181818,0.545455
4,q00159,marketing,12,0.233385,0.339354,0.233651,0.437352,0.166667,0.25
4,q00160,personnel,9,0.303109,0.578674,0.336274,0.527946,0.222222,0.444444
4,q00161,legal,18,0.516627,0.670756,0.163541,0.921602,0.111111,0.5
4,q00162,finance,15,0.300704,0.597391,0.0,0.753449,0.0,0.466667
4,q00163,research,15,0.352927,0.707106,0.371489,0.49118,0.2,0.266667
4,q00164,marketing,14,0.237139,0.325298,0.286346,0.601572,0.142857,0.357143
4,q00165,personnel,15,0.377235,0.522094,0.481881,0.708441,0.333333,0.4
4,q00166,procurement,14,0.284441,0.362446,0.138862,0.469454,0.071429,0.285714
4,q00167,facilities,12,0.342401,0.551306,0.627507,0.605985,0.416667,0.416667
4,q00168,engineering,14,0.386928,0.534943,0.693663,0.784617,0.428571,0.5
4,q00169,procurement,16,0.321138,0.394013,0.500973,0.74167,0.25,0.4375
4,q00170,finance,17,0.235684,0.458521,0.129875,0.851236,0.117647,0.470588
4,q00171,finance,11,0.408279,0.566165,0.469,0.678049,0.272727,0.545455
4,q00172,security,12,0.223077,0.279696,0.367921,0.303082,0.25,0.25
4,q00173,procurement,17,0.259025,0.367525,0.069431,0.586116,0.058824,0.294118
4,q00174,engineering,5,0.425071,0.572206,0.452214,0.786449,0.4,0.8
4,q00175,security,17,0.376193,0.426599,0.318319,0.791727,0.235294,0.411765
4,q00176,legal,14,0.516535,0.663719,0.617764,0.510716,0.357143,0.285714
4,q00177,procurement,16,0.280476,0.350958,0.444097,0.775337,0.1875,0.4375
4,q00178,legal,19,0.403271,0.596064,0.632541,0.532141,0.263158,0.210526
4,q00179,legal,10,0.411535,0.624182,0.286346,0.611019,0.2,0.5
4,q00180,legal,10,0.393679,0.559857,0.208294,0.57369,0.2,0.5
4,q00181,facilities,17,0.304696,0.563137,0.397192,0.926636,0.235294,0.529412
4,q00182,logistics,14,0.47124,0.579451,0.310171,0.690194,0.285714,0.428571
4,q00183,research,14,0.273447,0.567972,0.519997,0.716485,0.285714,0.5
4,q00184,marketing,15,0.20786,0.308315,0.151762,0.425208,0.133333,0.2
4,q00185,marketing,16,0.232626,0.29342,0.110046,0.457675,0.0625,0.25
4,q00186,marketing,13,0.204426,0.214114,0.459533,0.248908,0.307692,0.153846
4,q00187,engineering,20,0.422751,0.641159,0.848238,0.747935,0.4,0.35
4,q00188,research,14,0.351831,0.615538,0.220092,0.611019,0.071429,0.357143
4,q00189,finance,19,0.297763,0.536118,0.57369,1.0,0.263158,0.526316
4,q00190,security,16,0.338891,0.473839,0.289523,0.383633,0.125,0.1875
4,q00191,legal,18,0.489144,0.601294,0.287626,0.848238,0.166667,0.444444
4,q00192,research,14,0.2778,0.574368,0.220092,0.785916,0.071429,0.5
4,q00193,marketing,12,0.396314,0.495823,0.154574,0.151397,0.166667,0.166667
4,q00194,security,22,0.357433,0.457904,0.469,0.278481,0.136364,0.136364
4,q00195,research,18,0.326276,0.519475,0.428385,0.765593,0.166667,0.388889
4,q00196,logistics,6,0.357093,0.43445,0.286381,0.602351,0.333333,0.666667
4,q00197,research,15,0.366405,0.603512,0.0,0.29849,0.0,0.133333
4,q00198,legal,14,0.437616,0.653873,0.289523,0.538886,0.142857,0.285714
4,q00199,engineering,12,0.304603,0.531318,0.473387,0.621697,0.333333,0.5
5,q00000,finance,11,0.299717,0.600298,0.217261,0.698796,0.181818,0.545455
5,q00001,marketing,18,0.110308,0.26822,0.138862,0.61225,0.055556,0.277778
5,q00002,logistics,25,0.424677,0.617653,0.163541,0.725735,0.08,0.28
5,q00003,facilities,14,0.400227,0.576205,0.129875,0.643404,0.142857,0.428571
5,q00004,legal,14,0.341953,0.548593,0.0,0.391382,0.0,0.357143
5,q00005,procurement,14,0.271499,0.45685,0.233651,0.718363,0.142857,0.428571
5,q00006,facilities,19,0.413485,0.54399,0.286692,0.626731,0.157895,0.315789
5,q00007,finance,18,0.310652,0.627507,0.315163,0.469737,0.166667,0.277778
5,q00008,engineering,14,0.270233,0.43415,0.864315,0.652371,0.571429,0.428571
5,q00009,security,19,0.339662,0.418804,0.407317,0.506784,0.210526,0.210526
5,q00010,procurement,11,0.352338,0.569727,0.110046,0.356879,0.090909,0.363636
5,q00011,logistics,18,0.285317,0.527706,0.138862,0.661831,0.055556,0.333333
5,q00012,facilities,13,0.435857,0.573793,0.541588,0.447932,0.384615,0.307692
5,q00013,security,17,0.381951,0.583282,0.224006,0.368658,0.117647,0.235294
5,q00014,procurement,17,0.303548,0.464959,0.0,0.439389,0.0,0.294118
5,q00015,facilities,23,0.342616,0.549699,0.293456,0.936379,0.086957,0.391304
5,q00016,marketing,19,0.21458,0.270776,0.29849,0.628511,0.105263,0.368421
5,q00017,personnel,20,0.228706,0.489746,0.422575,0.532141,0.15,0.2
5,q00018,logistics,16,0.336338,0.573295,0.0,0.576971,0.0,0.3125
5,q00019,procurement,20,0.272702,0.380506,0.220092,0.637152,0.05,0.25
5,q00020,research,13,0.327523,0.534941,0.133052,0.623574,0.153846,0.384615
5,q00021,personnel,13,0.264913,0.56107,0.257875,0.554143,0.230769,0.307692
5,q00022,legal,27,0.398091,0.557011,0.364744,0.870125,0.111111,0.296296
5,q00023,procurement,16,0.255778,0.346064,0.220092,0.44222,0.0625,0.25
5,q00024,legal,13,0.349179,0.572048,0.532141,0.72733,0.307692,0.461538
5,q00025,research,15,0.294465,0.7457,0.073364,0.841493,0.066667,0.533333
5,q00026,marketing,13,0.3409,0.438255,0.0,0.371854,0.0,0.230769
5,q00027,logistics,16,0.372917,0.551561,0.069431,0.665193,0.0625,0.375
5,q00028,research,23,0.243722,0.539376,0.274265,0.777872,0.130435,0.304348
5,q00029,legal,18,0.354494,0.628929,0.110046,0.718363,0.055556,0.333333
5,q00030,security,9,0.365428,0.429805,0.235046,0.249526,0.111111,0.222222
5,q00031,facilities,12,0.345803,0.626055,0.290625,0.233651,0.25,0.166667
5,q00032,personnel,13,0.325121,0.53632,0.388244,0.60514,0.230769,0.384615
5,q00033,security,19,0.378865,0.529816,0.407317,0.61683,0.210526,0.263158
5,q00034,procurement,13,0.340546,0.592736,0.358954,0.49829,0.153846,0.307692
5,q00035,legal,10,0.482582,0.686455,0.202483,0.586795,0.2,0.5
5,q00036,facilities,12,0.345803,0.626055,0.290625,0.233651,0.25,0.166667
5,q00037,marketing,15,0.175329,0.26339,0.29849,0.063621,0.133333,0.066667
5,q00038,research,15,0.277568,0.718741,0.073364,0.791727,0.066667,0.466667
5,q00039,personnel,19,0.356049,0.587865,0.444097,0.914857,0.157895,0.473684
5,q00040,procurement,11,0.339147,0.431628,0.283233,0.538886,0.272727,0.363636
5,q00041,logistics,18,0.285317,0.527706,0.138862,0.661831,0.055556,0.333333
5,q00042,engineering,15,0.26553,0.46922,0.432318,0.657899,0.2,0.4
5,q00043,logistics,16,0.271323,0.391392,0.275847,0.179931,0.1875,0.125
5,q00044,logistics,18,0.25046,0.435368,0.133052,0.49829,0.111111,0.222222
5,q00045,security,17,0.31439,0.592766,0.283713,0.353598,0.117647,0.235294
5,q00046,logistics,14,0.237997,0.371419,0.305235,0.703407,0.142857,0.428571
5,q00047,research,16,0.371243,0.557758,0.554143,0.863015,0.25,0.5
5,q00048,marketing,15,0.175329,0.26339,0.29849,0.063621,0.133333,0.066667
5,q00049,finance,20,0.246169,0.523998,0.481535,0.826813,0.2,0.4
5,q00050,personnel,17,0.288764,0.602057,0.144652,0.838957,0.117647,0.470588
5,q00051,procurement,18,0.208109,0.270698,0.085143,0.358954,0.055556,0.111111
5,q00052,engineering,22,0.363041,0.432601,0.591927,0.861138,0.227273,0.409091
5,q00053,legal,20,0.386824,0.524175,0.212226,0.746705,0.1,0.35
5,q00054,procurement,18,0.149378,0.321285,0.073364,0.539987,0.055556,0.333333
5,q00055,security,12,0.266344,0.380088,0.138862,0.066254,0.083333,0.083333
5,q00056,marketing,19,0.21458,0.270776,0.29849,0.628511,0.105263,0.368421
5,q00057,finance,18,0.397218,0.467795,0.343697,0.742125,0.166667,0.388889
5,q00058,procurement,16,0.199822,0.374682,0.29849,0.424926,0.125,0.1875
5,q00059,research,15,0.312812,0.721261,0.347629,0.404238,0.266667,0.333333
5,q00060,finance,14,0.273584,0.537105,0.29849,0.620397,0.142857,0.357143
5,q00061,research,15,0.240007,0.652281,0.567227,0.703407,0.333333,0.4
5,q00062,procurement,13,0.319354,0.519609,0.371854,0.275847,0.230769,0.230769
5,q00063,facilities,21,0.431785,0.57725,0.313285,0.542364,0.190476,0.190476
5,q00064,legal,15,0.397689,0.680024,0.362887,0.851236,0.2,0.533333
5,q00065,facilities,21,0.431785,0.57725,0.313285,0.542364,0.190476,0.190476
5,q00066,facilities,21,0.303196,0.539624,0.632541,0.860382,0.238095,0.380952
5,q00067,engineering,20,0.402516,0.569197,0.778807,0.523251,0.35,0.25
5,q00068,research,15,0.327733,0.728824,0.60514,0.718363,0.333333,0.4
5,q00069,engineering,21,0.316434,0.354928,0.576669,0.930569,0.285714,0.428571
5,q00070,procurement,13,0.319354,0.519609,0.371854,0.275847,0.230769,0.230769
5,q00071,research,19,0.322162,0.649141,0.399569,0.547398,0.157895,0.210526
5,q00072,facilities,13,0.311295,0.558798,0.577149,0.239441,0.384615,0.230769
5,q00073,procurement,11,0.303021,0.511374,0.147829,0.574337,0.181818,0.454545
5,q00074,personnel,13,0.369977,0.600713,0.161043,0.538886,0.153846,0.307692
5,q00075,procurement,17,0.202845,0.386977,0.428385,0.725452,0.176471,0.411765
5,q00076,security,22,0.223147,0.433711,0.305235,0.563788,0.090909,0.181818
5,q00077,legal,20,0.40216,0.585078,0.56311,0.860382,0.25,0.4
5,q00078,engineering,10,0.314523,0.438401,0.248908,0.305235,0.2,0.2
5,q00079,legal,14,0.358586,0.600586,0.0,0.543101,0.0,0.428571
5,q00080,personnel,19,0.356049,0.587865,0.444097,0.914857,0.157895,0.473684
5,q00081,finance,20,0.211834,0.472946,0.403502,0.831848,0.15,0.4
5,q00082,legal,15,0.434528,0.712777,0.0,0.287448,0.0,0.266667
5,q00083,security,19,0.339662,0.418804,0.407317,0.506784,0.210526,0.210526
5,q00084,finance,21,0.332332,0.534487,0.355777,0.861138,0.142857,0.428571
5,q00085,personnel,16,0.419629,0.652234,0.305235,0.312049,0.125,0.1875
5,q00086,legal,13,0.349179,0.572048,0.532141,0.72733,0.307692,0.461538
5,q00087,research,16,0.329491,0.581029,0.522496,0.781984,0.25,0.4375
5,q00088,marketing,15,0.147028,0.275795,0.161043,0.302404,0.133333,0.2
5,q00089,research,13,0.301598,0.490057,0.399569,0.680905,0.230769,0.461538
5,q00090,personnel,23,0.368521,0.642881,0.408536,0.787774,0.130435,0.347826
5,q00091,engineering,15,0.300473,0.325733,0.352664,0.756448,0.266667,0.466667
5,q00092,procurement,11,0.366257,0.573163,0.078398,0.36099,0.090909,0.363636
5,q00093,personnel,20,0.228706,0.489746,0.422575,0.532141,0.15,0.2
5,q00094,security,19,0.378865,0.529816,0.407317,0.61683,0.210526,0.263158
5,q00095,marketing,18,0.310931,0.365492,0.135685,0.451865,0.111111,0.222222
5,q00096,facilities,22,0.383168,0.599988,0.678504,0.696918,0.272727,0.318182
5,q00097,finance,20,0.246169,0.523998,0.481535,0.826813,0.2,0.4
5,q00098,finance,21,0.190738,0.468146,0.218016,0.77216,0.142857,0.333333
5,q00099,personnel,13,0.322744,0.599487,0.268737,0.42884,0.230769,0.307692
5,q00100,facilities,17,0.336608,0.617655,0.393758,0.705808,0.176471,0.352941
5,q00101,legal,9,0.427773,0.500329,0.117523,0.56292,0.111111,0.444444
5,q00102,legal,13,0.368912,0.517431,0.522496,0.779171,0.307692,0.538462
5,q00103,procurement,17,0.225175,0.389439,0.403502,0.672239,0.176471,0.352941
5,q00104,logistics,13,0.378885,0.596715,0.110046,0.770204,0.076923,0.538462
5,q00105,facilities,14,0.336562,0.574244,0.0,0.453064,0.0,0.285714
5,q00106,research,23,0.276882,0.608244,0.139618,0.769526,0.086957,0.304348
5,q00107,legal,20,0.427329,0.665777,0.371854,0.933746,0.15,0.45
5,q00108,legal,15,0.36108,0.445619,0.208294,0.706563,0.133333,0.466667
5,q00109,facilities,12,0.347598,0.616825,0.297272,0.208294,0.25,0.166667
5,q00110,finance,21,0.190738,0.468146,0.218016,0.77216,0.142857,0.333333
5,q00111,security,17,0.360223,0.438269,0.078398,0.435456,0.058824,0.294118
5,q00112,engineering,15,0.392324,0.467855,0.343697,0.498572,0.2,0.266667
5,q00113,logistics,14,0.237997,0.371419,0.305235,0.703407,0.142857,0.428571
5,q00114,security,28,0.27326,0.375362,0.444853,0.930569,0.142857,0.321429
5,q00115,facilities,21,0.37106,0.593356,0.312805,0.641046,0.190476,0.380952
5,q00116,research,26,0.216525,0.446704,0.239921,0.678504,0.115385,0.230769
5,q00117,research,16,0.143589,0.319833,0.188444,0.684018,0.125,0.375
5,q00118,facilities,13,0.336785,0.5525,0.605505,0.367459,0.384615,0.384615
5,q00119,personnel,18,0.303543,0.456294,0.188444,0.419852,0.111111,0.277778
5,q00120,legal,18,0.377197,0.697595,0.205117,0.775337,0.111111,0.388889
5,q00121,security,22,0.223147,0.433711,0.305235,0.563788,0.090909,0.181818
5,q00122,legal,16,0.292526,0.492856,0.330138,0.78855,0.125,0.4375
5,q00123,security,12,0.219447,0.279482,0.142019,0.063621,0.166667,0.083333
5,q00124,finance,18,0.381372,0.53298,0.248908,0.768227,0.111111,0.388889
5,q00125,finance,17,0.259569,0.443298,0.073364,0.583433,0.058824,0.294118
5,q00126,personnel,20,0.261046,0.441823,0.31488,0.403502,0.1,0.15
5,q00127,marketing,20,0.354591,0.382813,0.085143,0.691128,0.05,0.3
5,q00128,facilities,14,0.336562,0.574244,0.0,0.453064,0.0,0.285714
5,q00129,engineering,20,0.344643,0.435508,0.705808,0.708441,0.3,0.3
5,q00130,legal,20,0.464486,0.669587,0.426962,0.848603,0.25,0.4
5,q00131,engineering,15,0.392324,0.467855,0.343697,0.498572,0.2,0.266667
5,q00132,procurement,17,0.365043,0.669223,0.252065,0.852171,0.176471,0.470588
5,q00133,marketing,18,0.083658,0.217348,0.0,0.437352,0.0,0.166667
5,q00134,research,15,0.277568,0.718741,0.073364,0.791727,0.066667,0.466667
5,q00135,engineering,16,0.404582,0.619937,0.936379,0.488645,0.5625,0.25
5,q00136,procurement,11,0.303021,0.511374,0.147829,0.574337,0.181818,0.454545
5,q00137,marketing,16,0.252326,0.382048,0.293456,0.605985,0.125,0.3125
5,q00138,security,17,0.360223,0.438269,0.078398,0.435456,0.058824,0.294118
5,q00139,finance,15,0.316082,0.500733,0.220092,0.318794,0.066667,0.2
5,q00140,engineering,15,0.344876,0.511811,0.542364,0.571635,0.266667,0.4
5,q00141,finance,17,0.329222,0.528453,0.085143,0.495939,0.058824,0.235294
5,q00142,personnel,16,0.369031,0.529174,0.136985,0.158507,0.125,0.125
5,q00143,marketing,19,0.21458,0.270776,0.29849,0.628511,0.105263,0.368421
5,q00144,legal,9,0.427773,0.500329,0.117523,0.56292,0.111111,0.444444
5,q00145,finance,11,0.238794,0.525595,0.212226,0.722295,0.181818,0.545455
5,q00146,facilities,19,0.413485,0.54399,0.286692,0.626731,0.157895,0.315789
5,q00147,facilities,12,0.345803,0.626055,0.290625,0.233651,0.25,0.166667
5,q00148,security,12,0.126988,0.265191,0.305235,0.110046,0.166667,0.083333
5,q00149,engineering,17,0.389121,0.62075,0.668761,0.848238,0.352941,0.470588
5,q00150,personnel,13,0.325121,0.53632,0.388244,0.60514,0.230769,0.384615
5,q00151,procurement,13,0.340546,0.592736,0.358954,0.49829,0.153846,0.307692
5,q00152,finance,21,0.345806,0.551206,0.388244,0.861138,0.142857,0.428571
5,q00153,facilities,22,0.383168,0.599988,0.678504,0.696918,0.272727,0.318182
5,q00154,facilities,22,0.383168,0.599988,0.678504,0.696918,0.272727,0.318182
5,q00155,procurement,16,0.232134,0.289221,0.0,0.0,0.0,0.0
5,q00156,marketing,21,0.38535,0.506286,0.393758,0.779171,0.142857,0.333333
5,q00157,finance,12,0.242446,0.535424,0.066254,0.642942,0.083333,0.5
5,q00158,personnel,23,0.394371,0.575304,0.403483,0.852171,0.173913,0.347826
5,q00159,procurement,16,0.232134,0.289221,0.0,0.0,0.0,0.0
5,q00160,procurement,20,0.272702,0.380506,0.220092,0.637152,0.05,0.25
5,q00161,research,26,0.22501,0.465916,0.147829,0.46319,0.076923,0.153846
5,q00162,logistics,18,0.352208,0.564146,0.0,0.580148,0.0,0.277778
5,q00163,personnel,13,0.325207,0.529949,0.151762,0.570404,0.153846,0.384615
5,q00164,legal,13,0.368912,0.517431,0.522496,0.779171,0.307692,0.538462
5,q00165,finance,21,0.225715,0.512328,0.283515,0.658181,0.142857,0.285714
5,q00166,logistics,18,0.394825,0.543374,0.229796,0.488829,0.166667,0.222222
5,q00167,marketing,16,0.261928,0.320786,0.063621,0.16422,0.0625,0.125
5,q00168,facilities,13,0.311295,0.558798,0.577149,0.239441,0.384615,0.230769
5,q00169,logistics,16,0.372917,0.551561,0.069431,0.665193,0.0625,0.375
5,q00170,legal,15,0.335004,0.482095,0.224006,0.831848,0.133333,0.533333
5,q00171,finance,21,0.190738,0.468146,0.218016,0.77216,0.142857,0.333333
5,q00172,security,17,0.277832,0.53678,0.29849,0.356232,0.117647,0.235294
5,q00173,engineering,14,0.355725,0.533853,0.459533,0.760079,0.285714,0.5
5,q00174,legal,10,0.482582,0.686455,0.202483,0.586795,0.2,0.5
5,q00175,engineering,15,0.329476,0.412972,0.642187,0.779171,0.333333,0.466667
5,q00176,finance,11,0.299717,0.600298,0.217261,0.698796,0.181818,0.545455
5,q00177,logistics,16,0.384972,0.45019,0.0,0.470556,0.0,0.3125
5,q00178,engineering,13,0.443289,0.485278,0.577425,0.517363,0.538462,0.307692
5,q00179,procurement,16,0.196704,0.401785,0.151397,0.50536,0.125,0.375
5,q00180,engineering,15,0.392324,0.467855,0.343697,0.498572,0.2,0.266667
5,q00181,engineering,17,0.33272,0.444592,0.681206,0.606722,0.411765,0.411765
5,q00182,finance,14,0.394939,0.512494,0.358954,0.658181,0.142857,0.428571
5,q00183,legal,9,0.415491,0.553698,0.235046,0.484571,0.111111,0.333333
5,q00184,facilities,21,0.431785,0.57725,0.313285,0.542364,0.190476,0.190476
5,q00185,engineering,23,0.400534,0.403527,0.545521,0.60514,0.217391,0.217391
5,q00186,personnel,9,0.322575,0.580335,0.249526,0.680443,0.222222,0.555556
5,q00187,finance,20,0.211834,0.472946,0.403502,0.831848,0.15,0.4
5,q00188,legal,16,0.418286,0.552624,0.138862,0.422575,0.0625,0.1875
5,q00189,finance,18,0.313651,0.556583,0.388244,0.683538,0.166667,0.333333
5,q00190,security,19,0.378865,0.529816,0.407317,0.61683,0.210526,0.263158
5,q00191,logistics,19,0.25431,0.397989,0.199306,0.620397,0.157895,0.263158
5,q00192,engineering,16,0.342109,0.556715,0.671759,0.772838,0.375,0.4375
5,q00193,engineering,14,0.315252,0.394948,0.589428,0.804811,0.357143,0.571429
5,q00194,research,15,0.277568,0.718741,0.073364,0.791727,0.066667,0.466667
5,q00195,procurement,18,0.149378,0.321285,0.073364,0.539987,0.055556,0.333333
5,q00196,engineering,14,0.358535,0.388817,0.762416,0.281637,0.5,0.285714
5,q00197,legal,27,0.428181,0.62016,0.158507,0.933746,0.074074,0.333333
5,q00198,procurement,13,0.354927,0.583848,0.358954,0.416382,0.153846,0.384615
5,q00199,research,13,0.327523,0.534941,0.133052,0.623574,0.153846,0.384615
7,q00000,finance,24,0.243967,0.439992,0.248908,1.0,0.083333,0.416667
7,q00001,marketing,31,0.373932,0.372365,0.350313,0.349487,0.129032,0.129032
7,q00002,finance,28,0.290128,0.476063,0.297369,0.848238,0.107143,0.285714
7,q00003,logistics,27,0.15915,0.27031,0.220092,0.463446,0.037037,0.185185
7,q00004,finance,24,0.322917,0.54422,0.234407,0.936379,0.125,0.375
7,q00005,security,20,0.145611,0.581207,0.0,0.220829,0.0,0.15
7,q00006,security,19,0.139549,0.475831,0.18341,0.554143,0.105263,0.210526
7,q00007,finance,24,0.244324,0.500336,0.327307,0.933746,0.125,0.375
7,q00008,engineering,23,0.238103,0.464609,0.564525,0.715551,0.26087,0.26087
7,q00009,research,21,0.23533,0.298603,0.208294,0.424926,0.095238,0.142857
7,q00010,engineering,24,0.359906,0.568806,0.397192,0.866948,0.166667,0.333333
7,q00011,finance,26,0.347603,0.496394,0.510352,0.921602,0.153846,0.346154
7,q00012,facilities,21,0.410837,0.546435,0.163541,0.930569,0.095238,0.428571
7,q00013,personnel,27,0.153685,0.526888,0.138862,0.763193,0.037037,0.259259
7,q00014,research,21,0.166583,0.456542,0.305235,0.523174,0.095238,0.190476
7,q00015,procurement,18,0.302207,0.391886,0.0,0.519997,0.0,0.222222
7,q00016,legal,27,0.318438,0.512418,0.46271,0.747159,0.148148,0.259259
7,q00017,logistics,25,0.427334,0.647514,0.073364,0.596517,0.04,0.24
7,q00018,research,31,0.205866,0.367765,0.0,0.70974,0.0,0.225806
7,q00019,logistics,25,0.367035,0.610552,0.0,0.495094,0.0,0.2
7,q00020,finance,27,0.169156,0.489269,0.388526,0.848603,0.148148,0.296296
7,q00021,personnel,22,0.231056,0.527178,0.519319,0.687017,0.227273,0.272727
7,q00022,facilities,25,0.335298,0.611069,0.217261,0.684018,0.08,0.24
7,q00023,engineering,17,0.238707,0.528728,0.632541,0.784982,0.294118,0.411765
7,q00024,marketing,20,0.397043,0.478467,0.202483,0.647054,0.1,0.3
7,q00025,procurement,27,0.361795,0.604808,0.18341,0.921602,0.074074,0.333333
7,q00026,procurement,20,0.161888,0.364847,0.450566,0.136985,0.2,0.1
7,q00027,research,22,0.211854,0.717193,0.728086,0.400023,0.318182,0.136364
7,q00028,security,23,0.114142,0.471307,0.0,0.229796,0.0,0.130435
7,q00029,procurement,20,0.113324,0.304299,0.0,0.61683,0.0,0.25
7,q00030,personnel,24,0.219309,0.564835,0.321496,0.561911,0.166667,0.208333
7,q00031,logistics,25,0.307016,0.43567,0.094788,0.715551,0.04,0.24
